IDOpiniao,aspecto,sentimento,polaridade,scorePolaridade,sentenca,trecho,supervisionado,IDCategoriaFK,IDComentarioFK
260299,Ambiente,acolhedor,positivo,0.9893299952312828,"Ambiente muito acolhedor e sofisticado.",Ambiente,0,6,556664
260300,Atendimento,profissional,positivo,0.8862255232950709,"Atendimento profissional.",Atendimento,0,2,556664
260301,música,boa,positivo,0.9500086894910632,"Boa música ao piano e pratos muito saborosos.",música,0,6,556664
260393,frango,melhor,positivo,0.9327033074064036,"O melhor frango a parmegiana do Recife é de Olinda.",frango,0,3,556778
260394,atendimento,telefônico,positivo,0.7045454545454546,"O atendimento telefônico é horrível, os atendentes não tem o mínimo de paciência!",atendimento,0,2,556780
260465,localização,excelente,positivo,0.9919043535940204,"Excelente localização, estacionamento, ambiente climatizado, limpo e organizado.",localização,0,7,557077
260466,Pratos,deliciosos,positivo,0.9957864092545776,"Pratos deliciosos e preços adequados.",Pratos,0,3,557077
260467,espaço,kids,positivo,0.9295942720763724,"Ambiente bom, espaço kids , a pizza maravilhosa como sempre , os preços salgados mas faz jus a qualidade!!",espaço,0,6,557079
260468,pizza,maravilhosa,positivo,0.9906806299262348,"Ambiente bom, espaço kids , a pizza maravilhosa como sempre , os preços salgados mas faz jus a qualidade!!",pizza,0,3,557079
260469,Ambiente,bom,positivo,0.963407814128473,"Ambiente bom, espaço kids , a pizza maravilhosa como sempre , os preços salgados mas faz jus a qualidade!!",Ambiente,0,6,557079
260470,custo,benefício,positivo,0.9564799560680944,"Comida excelente, com custo benefício ótimo e atendimento muito bom",custo,0,5,557081
260471,Comida,excelente,positivo,0.9919043535940204,"Comida excelente, com custo benefício ótimo e atendimento muito bom",Comida,0,3,557081
260472,atendimento,bom,positivo,0.963407814128473,"Comida excelente, com custo benefício ótimo e atendimento muito bom",atendimento,0,2,557081
260473,custo,ótimo,positivo,0.9884785196216967,"Comida excelente, com custo benefício ótimo e atendimento muito bom",custo,0,5,557081
260542,cara,feia,negativo,-0.6835016835016835,"Não gostei, ainda mais porque a atendente estava com a cara feia.",cara,0,2,557284
260543,atendimento,péssimo,negativo,-0.925369720994054,"Hoje, dia 05.04.25 que atendimento péssimo, Pizzaria Atlântico.",atendimento,0,2,557285
260544,lugar,pior,negativo,-0.8972922502334267,"De todos os lugares que já fui aq foi o pior lugar!",lugar,0,7,557286
260545,mal,cheiro,positivo,0.6546717171717171,"Já no ambiente Kids é super espaçoso e tem bastante variedade de brinquedos porém estava com um mal cheiro, acho que era de mofo.",mal,0,3,557289
260616,comida,agradável,positivo,0.9717875145405196,"Lugar e comida agradável, apenas o serviço poderia melhorar.",comida,0,3,557388
260632,Ambiente,familiar,positivo,0.9784343859997026,"Ambiente familiar e muito badalada.",Ambiente,0,6,557490
260633,preço,razoável,positivo,0.8648198391165691,"De preço razoável.",preço,0,5,557490
260805,ambiente,familiar,positivo,0.9784343859997026,"É um ambiente familiar com boa variedade de pratos, local para as crianças brincarem, com pratos deliciosos, opcoes de tamanho e preços bons",ambiente,0,6,558345
260806,pratos,local,positivo,0.934324880262928,"É um ambiente familiar com boa variedade de pratos, local para as crianças brincarem, com pratos deliciosos, opcoes de tamanho e preços bons",pratos,0,3,558345
260807,pratos,deliciosos,positivo,0.9957864092545776,"É um ambiente familiar com boa variedade de pratos, local para as crianças brincarem, com pratos deliciosos, opcoes de tamanho e preços bons",pratos,0,3,558345
260808,variedade,boa,positivo,0.9500086894910632,"É um ambiente familiar com boa variedade de pratos, local para as crianças brincarem, com pratos deliciosos, opcoes de tamanho e preços bons",variedade,0,3,558345
260809,preços,bons,positivo,0.9566941794404544,"É um ambiente familiar com boa variedade de pratos, local para as crianças brincarem, com pratos deliciosos, opcoes de tamanho e preços bons",preços,0,5,558345
260891,couvert,artistico,positivo,0.7288888888888889,"Excelente local e atendimento, só não gosto de pagar a taxa de couvert artistico sempre.",couvert,0,4,558453
260930,garçom,mesmo,positivo,0.7844144882202527,"É só uma sugestão, quando tiver muito pedido de hambúrguer seria bom colocar os nomes deles para o cliente e até mesmo garçom ou a garçonete sabe qual é qual, se não tiver o que pediu é bom avisar antes para não ficar muito longa a esposa do lanche.",garçom,0,2,558692
260931,sabe,garçonete,positivo,0.6626967247979583,"É só uma sugestão, quando tiver muito pedido de hambúrguer seria bom colocar os nomes deles para o cliente e até mesmo garçom ou a garçonete sabe qual é qual, se não tiver o que pediu é bom avisar antes para não ficar muito longa a esposa do lanche.",sabe,0,2,558692
261074,Pratos,deliciosos,positivo,0.9957864092545776,"Pratos deliciosos, preço adequado",Pratos,0,3,559052
261075,preço,adequado,positivo,0.9371962616822429,"Pratos deliciosos, preço adequado",preço,0,5,559052
261373,hambúrgueres,artesanais,positivo,0.978304074196754,"As Melhores pizzas, pratos diversificados, hambúrgueres artesanais, sobremesas, entre outros... As crianças se divertem no maravilhoso espaço kids, e também, "É Perfeito para realizar eventos", Tudo isso, "só no Restaurante e Pizzaria Atlântico!"",hambúrgueres,0,4,559615
261374,espaço,kids,positivo,0.9295942720763724,"As Melhores pizzas, pratos diversificados, hambúrgueres artesanais, sobremesas, entre outros... As crianças se divertem no maravilhoso espaço kids, e também, "É Perfeito para realizar eventos", Tudo isso, "só no Restaurante e Pizzaria Atlântico!"",espaço,0,6,559615
261375,espaço,maravilhoso,positivo,0.9917564567653908,"As Melhores pizzas, pratos diversificados, hambúrgueres artesanais, sobremesas, entre outros... As crianças se divertem no maravilhoso espaço kids, e também, "É Perfeito para realizar eventos", Tudo isso, "só no Restaurante e Pizzaria Atlântico!"",espaço,0,6,559615
261376,pizzas,melhores,positivo,0.9302396840528394,"As Melhores pizzas, pratos diversificados, hambúrgueres artesanais, sobremesas, entre outros... As crianças se divertem no maravilhoso espaço kids, e também, "É Perfeito para realizar eventos", Tudo isso, "só no Restaurante e Pizzaria Atlântico!"",pizzas,0,3,559615
261450,Custo,beneficio,positivo,0.9619030898876404,"Custo beneficio e o atendimento nota 10.",Custo,0,5,559838
261621,papo,furado,negativo,-0.7755102040816326,"E sei que logo abaixo vai vir um papo furado de que "nos agradecemos o feedback faremos o melhor blablabla" mas a experiência de muitos está sendo ruim e nada muda!!!",papo,0,8,560054
261622,lado,esquerdo,positivo,0.8396226415094341,"E olha que nesse dia a casa nem tava cheia, o lado esquerdo estava legal mas o direito estava desértico.. ou seja, se estivesse cheio msm aí provavelmente metade não seria atendido.",lado,0,1,560054
261623,especialidade,amigo,positivo,0.9255707145751724,"Pizza não é sua especialidade amigo.",especialidade,0,3,560054
261624,sobremesa,clássica,positivo,0.9558693733451016,"Cozinha levou uma eternidade para preparar uma cartola, sobremesa clássica de Pernambuco.",sobremesa,0,3,560054
261754,pedido,último,positivo,0.7850150602409639,"Sempre uso os serviços da Pizzaria, porém em meu último pedido, ontem dia 29/04, solicitei um frango à Salute, que foi literalmente horrível.",pedido,0,2,560299
261755,frango,seco,positivo,0.5672187567218757,"Um arroz com farelo de brócolis, o peito de frango extremamente seco, e o “misto de salada”, alface, 3 rodelas de tomate e 2 folhas de rúculas.",frango,0,3,560299
261898,Recepção,educada,positivo,0.7702420077681505,"Recepção muito educada galera da noite 20h  diante",Recepção,0,3,560582
261897,falta,completa,positivo,0.7235258724428401,"Uma completa falta de respeito com  o consumidor!",falta,0,2,560584
261899,coisa,mesma,positivo,0.7114020731042008,"Sempre a mesma coisa.",coisa,0,2,560585
262164,modelo,linda,positivo,0.9637286684200868,"Que modelo linda!!",modelo,0,8,561590
262158,comida,boa,positivo,0.9500086894910632,"Bom atendimento, e comida boa com preço justo.",comida,0,3,561603
262159,preço,justo,positivo,0.9878059534157188,"Bom atendimento, e comida boa com preço justo.",preço,0,5,561603
262161,atendimento,bom,positivo,0.963407814128473,"Bom atendimento, e comida boa com preço justo.",atendimento,0,2,561603
262155,lugar,melhor,positivo,0.9327033074064036,"Que orgulho... desconheço lugar melhor ❤️😍",lugar,0,7,561607
262148,memórias,afetivas,positivo,0.8235294117647058,"Melhor Lugar de memórias afetivas para se estar.",memórias,0,8,561608
262160,Lugar,melhor,positivo,0.9327033074064036,"Melhor Lugar de memórias afetivas para se estar.",Lugar,0,7,561608
262152,restaurante,melhor,positivo,0.9327033074064036,"O melhor restaurante do mundo",restaurante,0,1,561629
262144,escolha,melhor,positivo,0.9327033074064036,"Muito boa, pelo menos na sexta feira dia 02/05/25, a comida que escolhemos estava bem preparada e gostosa, inclusive fazia parte de um dos pratos que ficam na promoção de segunda a sexta, o ar estava bem climatizado, super agradável, não tinha muita gente, foi na hora do almoço, foi a melhor escolha naquele dia.",escolha,0,4,562486
262145,sexta,feira,positivo,0.8724165341812401,"Muito boa, pelo menos na sexta feira dia 02/05/25, a comida que escolhemos estava bem preparada e gostosa, inclusive fazia parte de um dos pratos que ficam na promoção de segunda a sexta, o ar estava bem climatizado, super agradável, não tinha muita gente, foi na hora do almoço, foi a melhor escolha naquele dia.",sexta,0,8,562486
262147,super,agradável,positivo,0.9717875145405196,"Muito boa, pelo menos na sexta feira dia 02/05/25, a comida que escolhemos estava bem preparada e gostosa, inclusive fazia parte de um dos pratos que ficam na promoção de segunda a sexta, o ar estava bem climatizado, super agradável, não tinha muita gente, foi na hora do almoço, foi a melhor escolha naquele dia.",super,0,2,562486
262146,custo,benefício,positivo,0.9564799560680944,"Ótimo custo benefício para ir com a família!",custo,0,5,562487
262150,atendimento,bom,positivo,0.963407814128473,"Frequento desde criança,  estava acostumado com um bom atendimento.",atendimento,0,2,562489
262157,feriado,pleno,positivo,0.6881918819188192,"Mas, notei uma redução de pessoal e isso, em pleno feriado, prejudicou muito.",feriado,0,8,562489
262163,Espera,longa,positivo,0.8683510638297872,"Espera longa e garçons sobrecarregados.",Espera,0,2,562489
262149,bolo,gratuito,positivo,0.9675696299122472,"Preço justo e comida saborosa, e ainda forneceram bolo gratuito e cantaram parabéns.",bolo,0,3,562490
262154,Atendimento,excelente,positivo,0.9919043535940204,"Atendimento excelente do garçom Bruno.",Atendimento,0,2,562490
262156,Preço,justo,positivo,0.9878059534157188,"Preço justo e comida saborosa, e ainda forneceram bolo gratuito e cantaram parabéns.",Preço,0,5,562490
262162,comida,saborosa,positivo,0.9790597031131242,"Preço justo e comida saborosa, e ainda forneceram bolo gratuito e cantaram parabéns.",comida,0,3,562490
262151,frango,seco,positivo,0.5672187567218757,"Um arroz com farelo de brócolis, o peito de frango extremamente seco, e o “misto de salada”, alface, 3 rodelas de tomate e 2 folhas de rúculas.",frango,0,3,562492
262153,pedido,último,positivo,0.7850150602409639,"Sempre uso os serviços da Pizzaria, porém em meu último pedido, ontem dia 29/04, solicitei um frango à Salute, que foi literalmente horrível.",pedido,0,2,562492
262165,pratos,bons,positivo,0.9566941794404544,"Muitos pratos bons, na ocasião o prato que pedi deixou muito a desejar ( Maminha)",pratos,0,3,562496
262826,experiência,melhor,positivo,0.9327033074064036,"A melhor experiência",experiência,0,4,562855
262828,coisa,mesma,positivo,0.7114020731042008,"Mesma coisa já séculos.",coisa,0,2,562858
262829,couvert,caro,positivo,0.7863223542244671,"E precisa mudar aquele couvert caro e sem graça de piano.",couvert,0,4,562858
262827,Ambiente,agradável,positivo,0.9717875145405196,"Ambiente agradável comida muito boa",Ambiente,0,6,562859
262830,Ambiente,boa,positivo,0.9500086894910632,"Ambiente agradável comida muito boa",Ambiente,0,6,562859
262949,lugar,especial,positivo,0.9493436684454484,"Um lugar muito especial pizzaria Atlântico",lugar,0,7,562961
263082,Dia,maravilhoso,positivo,0.9917564567653908,"Dia maravilhoso e bem produtivo 😊 Empresa e equipe top d+❤️",Dia,0,3,563341
263079,atendimento,excelente,positivo,0.9919043535940204,"Excelente atendimento e pizza sem igual.",atendimento,0,2,563563
263080,lugar,bom,positivo,0.963407814128473,"Muito bom lugar para uma refeição em família.",lugar,0,7,563565
263081,Cardápio,variado,positivo,0.9897289473162414,"Cardápio muito variado e completo.",Cardápio,0,3,563565
263284,Equipe,incrível,positivo,0.9766774641369736,"Equipe incrível ❤️",Equipe,0,2,563896
263283,massa,fina,positivo,0.8677462887989204,"Uma questão de preferência: gosto de massa fina de pizzas, não é o oferecido.",massa,0,3,564080
263434,Atendimento,rápido,positivo,0.9724956928378046,"Atendimento rápido e a comida muito boa.",Atendimento,0,2,564399
263435,comida,boa,positivo,0.9500086894910632,"Atendimento rápido e a comida muito boa.",comida,0,3,564399
263509,lado,esquerdo,positivo,0.8396226415094341,"E olha que nesse dia a casa nem tava cheia, o lado esquerdo estava legal mas o direito estava desértico.. ou seja, se estivesse cheio msm aí provavelmente metade não seria atendido.",lado,0,1,564433
263510,sobremesa,clássica,positivo,0.9558693733451016,"Cozinha levou uma eternidade para preparar uma cartola, sobremesa clássica de Pernambuco.",sobremesa,0,3,564433
263511,papo,furado,negativo,-0.7755102040816326,"E sei que logo abaixo vai vir um papo furado de que "nos agradecemos o feedback faremos o melhor blablabla" mas a experiência de muitos está sendo ruim e nada muda!!!",papo,0,8,564433
263512,Comida,crua,negativo,-0.6808780075981427,"Comida crua,
Reserva de 30 pessoas, não foi executada, isso pq fui presencialmente.",Comida,0,3,564433
263513,Cerveja,quente,positivo,0.8406342913776016,"Cerveja quente,
Atraso nos pedidos etc...

Fecha isso poha",Cerveja,0,4,564433
263514,especialidade,amigo,positivo,0.9255707145751724,"Pizza não é sua especialidade amigo.",especialidade,0,3,564433
263515,restaurante,caro,positivo,0.7863223542244671,"Mais é um restaurante caro.",restaurante,0,1,564435
263516,Comida,boa,positivo,0.9500086894910632,"Comida muito boa.",Comida,0,3,564435
263566,Local,agradável,positivo,0.9717875145405196,"Local agradável
Serviço alguns dias deixa a desejar mas de regra é bom
Tem Parquinho para crianças
Tem manobrista grauito
Custo não tão acessivel",Local,0,7,565258
263567,grauito,manobrista,positivo,0.9389196675900277,"Local agradável
Serviço alguns dias deixa a desejar mas de regra é bom
Tem Parquinho para crianças
Tem manobrista grauito
Custo não tão acessivel",grauito,0,8,565258
263752,atendimento,excelente,positivo,0.9919043535940204,"Comida e atendimento excelente.",atendimento,0,2,565793
263753,domingo,último,positivo,0.7850150602409639,"Esse episódio aconteceu no último domingo, dia 18/05 na unidade Jardim Atlântico.",domingo,0,8,565794
263754,decepção,maior,positivo,0.8554893365512486,"Maior decepção essa noite.",decepção,0,4,565794
263755,massa,crua,negativo,-0.6808780075981427,"Depois de uma hora e vinte minutos de espera alguém levou a pizza pra mesa, mal assada, partes da massa crua e o queijo da cobertura em algumas partes sem ter derretido.",massa,0,3,565794
263756,banheiro,podre,negativo,-0.8582089552238806,"Ninguém merece entrar naquele banheiro podre de xixi e depois esperar uma hora e vinte minutos por uma pizza.",banheiro,0,2,565794
263785,Local,maravilhoso,positivo,0.9917564567653908,"Local maravilhoso",Local,0,7,565933
263827,dura,cheia,positivo,0.8201743142783902,"Horrível gastei 400 reais pedi  picanha e veio uma carne com corte de picanha super dura cheia de nervo, entregue o que vende mesmo q vc tenha q cobrar mais caro, paguei 189 so na picanha",dura,0,3,566052
263828,carne,super,positivo,0.9630962115017716,"Horrível gastei 400 reais pedi  picanha e veio uma carne com corte de picanha super dura cheia de nervo, entregue o que vende mesmo q vc tenha q cobrar mais caro, paguei 189 so na picanha",carne,0,3,566052
263861,Pizza,excepcional,positivo,0.9673913043478259,"Pizza sempre excepcional.",Pizza,0,3,566202
263862,Manobrista,gratuito,positivo,0.9675696299122472,"Manobrista gratuito, ar condicionado.",Manobrista,0,8,566204
263863,self-service,delicioso,positivo,0.9937293729372936,"Apesar do nome, tem um self-service delicioso no horário do almoço!",self-service,0,8,566204
263864,ar,condicionado,positivo,0.8855488981415659,"Manobrista gratuito, ar condicionado.",ar,0,6,566204
263893,Pizzaria,maior,positivo,0.8554893365512486,"A maior e melhor Pizzaria de Pernambuco",Pizzaria,0,1,566221
263933,Pizzaria,maior,positivo,0.8554893365512486,"A maior e melhor Pizzaria de Pernambuco",Pizzaria,0,1,566221
263985,Pizzaria,maior,positivo,0.8554893365512486,"A maior e melhor Pizzaria de Pernambuco",Pizzaria,0,1,566221
264064,Pizzaria,maior,positivo,0.8554893365512486,"A maior e melhor Pizzaria de Pernambuco",Pizzaria,0,1,566221
263891,ambiente,agradável,positivo,0.9717875145405196,"O ambiente agradável,  atendimento ótimo.",ambiente,0,6,566334
263892,atendimento,ótimo,positivo,0.9884785196216967,"O ambiente agradável,  atendimento ótimo.",atendimento,0,2,566334
264063,vez,segunda,positivo,0.7894989595005603,"Boa tarde,
Pedi uma pizza para entregar, chegou antes da hora, até aí tudo bem, só que a massa da pizza veio mal assada, tava crua a massa, tive que assar aqui em casa, falei com o tende expliquei o que aconteceu, ficou de reportar pra loja, já  é a segunda vez que acontece",vez,0,2,567026
264447,pizza,exorbitante,positivo,0.7011779293242405,"Preço da pizza exorbitante e chegou péssima!",pizza,0,3,567221
269051,descaso,maior,positivo,0.8554893365512486,"Maior descaso",descaso,0,8,567715
269052,RESTAURANTE,excelente,positivo,0.9919043535940204,"Excelente RESTAURANTE 40 anos de tradição",RESTAURANTE,0,1,567716
277045,movimento,grande,positivo,0.9313906357307334,"Primeiramente, fui com um grupo grande, o que o foi previamente comunicado ao estabelecimento e fomos em um horário em que não havia um movimento grande, contudo, o serviço foi demorado, os garçons hora demoravam a atender as demandas do grupo, hora se atrapalhavam com os pedidos, sendo que o local estava praticamente vazio, mesmo assim alguns pedidos demoraram muito para serem servidos, alguns estavam fríos, muito salgados e os sucos com muito açúcar e alguns pedidos vieram errados.",movimento,0,8,568348
277046,grupo,grande,positivo,0.9313906357307334,"Primeiramente, fui com um grupo grande, o que o foi previamente comunicado ao estabelecimento e fomos em um horário em que não havia um movimento grande, contudo, o serviço foi demorado, os garçons hora demoravam a atender as demandas do grupo, hora se atrapalhavam com os pedidos, sendo que o local estava praticamente vazio, mesmo assim alguns pedidos demoraram muito para serem servidos, alguns estavam fríos, muito salgados e os sucos com muito açúcar e alguns pedidos vieram errados.",grupo,0,4,568348
277047,débito,pequeno,positivo,0.9113647114474928,"O momento de fechar a conta, foi bem estressante, os pedidos estavam misturados em várias comandas, os funcionários se atrapalharvam com os pagamentos, e quando estávamos saindo de lá ainda foi visto que ainda faltava um pequeno débito.",débito,0,2,568348
277048,experiência,agradável,positivo,0.9717875145405196,"Estive no local e não foi uma experiência muito agradável.",experiência,0,4,568348
277096,pizza,maravilhosa,positivo,0.9906806299262348,"De uma pizza maravilhosa, saborosa , massa fininha e suculenta pra uma massa grossa que parece um pão mal sovado.",pizza,0,3,568687
277097,massa,grossa,positivo,0.6145958986731002,"De uma pizza maravilhosa, saborosa , massa fininha e suculenta pra uma massa grossa que parece um pão mal sovado.",massa,0,3,568687
277098,massa,fininha,positivo,0.9860155382907879,"De uma pizza maravilhosa, saborosa , massa fininha e suculenta pra uma massa grossa que parece um pão mal sovado.",massa,0,3,568687
277099,massa,antiga,positivo,0.8990746718312891,"Por favor voltem com a massa antiga pois pelo valor não está compensando pagar 60,70,80 numa pizza pra ela vir igual um pão recheado.",massa,0,3,568687
277100,pizza,saborosa,positivo,0.9790597031131242,"De uma pizza maravilhosa, saborosa , massa fininha e suculenta pra uma massa grossa que parece um pão mal sovado.",pizza,0,3,568687
277158,noite,boa,positivo,0.9500086894910632,"Boa noite aonde fica essa pizzaria tenho interesse na vaga de auxiliar de limpeza mais estou sem currículo",noite,0,8,569503
277159,serviço,gerais,positivo,0.930756843800322,"Boa tarde aonde que fica essa pizzaria porque minha área de serviço gerais",serviço,0,2,569505
277449,coração,todinho,positivo,0.7692307692307693,"@igabym_ Se você fosse uma pizza, seria de quatro queijos… porque derrete meu coração todinho!",coração,0,1,570191
277450,trilha,única,positivo,0.8191742592136584,"Amor, depois de 10 anos e 3 filhos, acho que já posso pedir música no Fantástico…
Mas a única trilha que eu quero é o som do seu riso me acompanhando pro resto da vida.",trilha,0,8,570194
277451,👏,melhor,positivo,0.9327033074064036,"O melhor👏👏👏",👏,0,8,570195
277509,💙,maravilhoso,positivo,0.9917564567653908,"Será maravilhoso 💙💖",💙,0,8,570461
277510,Ambiente,perfeito,positivo,0.9923449106149058,"Ambiente perfeito !",Ambiente,0,6,570464
277511,@isa_milenaaa,kkkkkkkk,positivo,0.8315789473684211,"@isa_milenaaa kkkkkkkk",@isa_milenaaa,0,8,570468
277659,vez,segunda,positivo,0.7894989595005603,"Perdeu um cliente, até pq já foi a segunda vez.",vez,0,2,570890
277720,Comida,maravilhosa,positivo,0.9906806299262348,"Comida maravilhosa, preço justo, estacionamento quase sempre tem vaga, não uso o serviço de manobrista prefiro estacionar sozinha, música ambiente,  parquinho seguro vc visualiza as câmeras pelo seu celular,  não cobram 10%, couvert e  parquinho, a experiência foi ótima.",Comida,0,3,571156
277721,preço,justo,positivo,0.9878059534157188,"Comida maravilhosa, preço justo, estacionamento quase sempre tem vaga, não uso o serviço de manobrista prefiro estacionar sozinha, música ambiente,  parquinho seguro vc visualiza as câmeras pelo seu celular,  não cobram 10%, couvert e  parquinho, a experiência foi ótima.",preço,0,5,571156
277722,parquinho,seguro,positivo,0.9571098647311118,"Comida maravilhosa, preço justo, estacionamento quase sempre tem vaga, não uso o serviço de manobrista prefiro estacionar sozinha, música ambiente,  parquinho seguro vc visualiza as câmeras pelo seu celular,  não cobram 10%, couvert e  parquinho, a experiência foi ótima.",parquinho,0,6,571156
277723,música,ambiente,positivo,0.9694624150642734,"Comida maravilhosa, preço justo, estacionamento quase sempre tem vaga, não uso o serviço de manobrista prefiro estacionar sozinha, música ambiente,  parquinho seguro vc visualiza as câmeras pelo seu celular,  não cobram 10%, couvert e  parquinho, a experiência foi ótima.",música,0,6,571156
277791,serviço,geral,positivo,0.9159880834160874,"Eu guero auxiliar de cozinha ,  ou auxiliar de serviço geral",serviço,0,2,571368
277790,noite,boa,positivo,0.9500086894910632,"oi  boa   noite",noite,0,8,571374
277788,dia,bom,positivo,0.963407814128473,"Bom dia está disponível auxiliar de cozinha",dia,0,3,571384
277789,dia,bom,positivo,0.963407814128473,"Bom dia a vaga de auxiliar de limpeza da tá disponível ainda se tiver eu tenho interesse",dia,0,3,571385
277792,saque,aniversário,positivo,0.8561808241098813,"Olá
Me chamo Camila Moreira Trabalho com antecipação do FGTS Vc já conhece a modalidade do saque aniversário?",saque,0,8,571390
277866,Ambiente,acolhedor,positivo,0.9893299952312828,"Ambiente acolhedor",Ambiente,0,6,571636
277892,👏,bom,positivo,0.963407814128473,"👏👏bom demais",👏,0,8,571705
277893,pizza,melhores,positivo,0.9302396840528394,"Gratidão gente muito boa ali as pizza melhores que eu posso aver comido",pizza,0,3,571917
277894,Gratidão,boa,positivo,0.9500086894910632,"Gratidão gente muito boa ali as pizza melhores que eu posso aver comido",Gratidão,0,8,571917
277971,Ambiente,agradável,positivo,0.9717875145405196,"Tudo muito saboroso
Ambiente bem agradável.",Ambiente,0,6,572333
277972,local,excelente,positivo,0.9919043535940204,"Ótimo atendimento, excelente local,  estacionamento grátis",local,0,7,572334
277973,estacionamento,grátis,positivo,0.9298892988929888,"Ótimo atendimento, excelente local,  estacionamento grátis",estacionamento,0,8,572334
278406,espaço,disponível,positivo,0.7718729747245625,"Tem espaço disponível!!",espaço,0,6,573927
278400,ambiente,ideal,positivo,0.9839030334124288,"A estrutura é aconchegante, com um ambiente que combina bem com o charme da cidade, ideal para um jantar com a família ou um encontro descontraído com amigos.",ambiente,0,6,574091
278401,pratos,saborosos,positivo,0.9829658605974396,"Fora isso, o restaurante também oferece pratos quentes saborosos, que complementam muito bem a refeição.",pratos,0,3,574091
278402,noite,gostosa,positivo,0.9696347552784326,"A localização é um plus, bem situada, fácil de chegar e perfeita pra quem quer curtir uma noite gostosa em Olinda.",noite,0,8,574091
278403,experiência,agradável,positivo,0.9717875145405196,"Se você busca uma experiência agradável, comida de qualidade e um ambiente acolhedor, o Atlântico é, sem dúvida, uma ótima escolha!",experiência,0,4,574091
278404,ambiente,acolhedor,positivo,0.9893299952312828,"Se você busca uma experiência agradável, comida de qualidade e um ambiente acolhedor, o Atlântico é, sem dúvida, uma ótima escolha!",ambiente,0,6,574091
278405,escolha,ótima,positivo,0.9863168364740988,"Se você busca uma experiência agradável, comida de qualidade e um ambiente acolhedor, o Atlântico é, sem dúvida, uma ótima escolha!",escolha,0,4,574091
278407,pratos,quentes,positivo,0.9296327661867734,"Fora isso, o restaurante também oferece pratos quentes saborosos, que complementam muito bem a refeição.",pratos,0,3,574091
278408,plus,fácil,positivo,0.9766991504247876,"A localização é um plus, bem situada, fácil de chegar e perfeita pra quem quer curtir uma noite gostosa em Olinda.",plus,0,8,574091
278409,localização,ótima,positivo,0.9863168364740988,"Além disso, a pizzaria tem uma ótima localização, o que a torna ainda mais conveniente para quem está na região.",localização,0,7,574093
278410,atmosfera,aconchegante,positivo,0.9893555149793738,"Sempre que vou, sou surpreendido pela qualidade das pizzas e pela atmosfera aconchegante do restaurante.",atmosfera,0,6,574093
278411,qualidade,excelente,positivo,0.9919043535940204,"O cardápio é super variado, com opções para todos os gostos, e as pizzas são sempre fresquinhas, com ingredientes de excelente qualidade.",qualidade,0,5,574093
278412,pizza,deliciosa,positivo,0.9944337556418726,"Sem dúvidas, a Pizzaria Atlântico Graças é uma das minhas favoritas, e sempre recomendo a todos que buscam uma pizza deliciosa e um ótimo ambiente para uma refeição descontraída e saborosa.",pizza,0,3,574093
278413,lugar,maravilhoso,positivo,0.9917564567653908,"A Pizzaria Atlântico Graças é um lugar simplesmente maravilhoso!",lugar,0,7,574093
278414,refeição,prazerosa,positivo,0.9518900343642612,"As bebidas sempre bem geladas complementam a experiência, tornando a refeição ainda mais prazerosa.",refeição,0,3,574093
278415,bebidas,geladas,positivo,0.9309444708115804,"As bebidas sempre bem geladas complementam a experiência, tornando a refeição ainda mais prazerosa.",bebidas,0,4,574093
278416,ambiente,ótimo,positivo,0.9884785196216967,"Sem dúvidas, a Pizzaria Atlântico Graças é uma das minhas favoritas, e sempre recomendo a todos que buscam uma pizza deliciosa e um ótimo ambiente para uma refeição descontraída e saborosa.",ambiente,0,6,574093
